page,1,0,0
1455,861,100
1620,757,100
847,336,100
314,428,100
1265,333,100
1409,328,100
533,331,100
1571,854,100
720,860,100
309,723,100
1033,325,100
411,818,100
846,856,100
257,597,100
1739,853,100
409,356,100
1308,859,100
1677,584,100
1650,482,100
673,322,100
1153,858,100
532,851,100
1139,329,100
1559,384,100
997,856,100
241,498,75
943,369,65
1692,684,65
631,810,60
938,285,60
621,899,60
1512,766,55
1606,657,55
1819,914,55
1656,910,55
765,278,55
1508,293,50
1825,800,50
758,382,50
302,823,45
1383,791,45
1839,853,40
1074,921,40
1075,792,40
1232,794,40
214,688,35
460,262,35
1231,923,35
921,789,35
334,526,35
923,924,35
1747,512,30
1662,380,30
1331,255,30
1344,405,30
1379,931,30
593,250,30
781,780,30
313,327,30
609,399,30
1554,681,30
213,428,30
1462,413,30
451,910,30
175,539,25
1449,760,25
1752,654,25
1201,250,25
1525,943,25
1534,705,25
492,759,25
783,940,20
1196,414,20
1421,766,20
1612,948,20
1766,950,20
1081,414,20
1545,486,20
320,866,20
1477,253,20
1700,946,20
182,664,20
1562,284,20
1345,766,20
626,232,15
333,289,15
991,416,15
714,415,15
218,394,15
1091,240,15
812,241,15
1109,767,15
487,420,15
1204,946,15
335,885,15
422,255,15
574,942,15
1276,764,15
1721,953,15
241,797,15
1865,769,15
165,638,15
581,762,15
1195,766,15
1865,950,15
1655,348,15
409,715,15
411,458,15
1580,555,15
1691,389,15
216,760,15
1769,630,15
421,918,15
1577,604,15
886,243,15
256,808,15
676,770,15
209,724,15
1592,952,15
283,331,15
1304,240,15
661,945,15
1550,952,15
163,561,15
892,766,15
210,739,15
1225,240,15
1750,480,15
1746,953,15
951,767,15
1434,425,15
490,240,15
903,421,15
1260,765,15
1766,536,15
1788,765,15
1358,240,15
1105,947,15
352,632,15
893,945,15
978,240,15
1323,760,15
1572,957,10
634,418,10
178,686,10
157,584,10
1774,553,10
808,949,10
156,605,10
1007,423,10
1722,742,10
752,765,10
865,236,10
229,784,10
317,296,10
1314,421,10
220,776,10
1582,285,10
1350,952,10
698,420,10
1255,949,10
689,760,10
729,235,10
1367,425,10
841,236,10
1870,882,10
900,237,10
1552,506,10
166,510,10
1784,959,10
1577,578,10
404,919,10
159,617,10
515,747,10
956,950,10
1775,563,10
565,236,10
1038,762,10
1059,424,10
1500,953,10
504,233,10
1773,614,10
1301,757,10
