page,1,0,0
1533,828,100
1164,331,100
1039,856,100
1474,345,100
262,638,100
932,858,100
1376,860,100
508,841,100
1670,831,100
1660,539,100
1655,676,100
1235,852,100
430,350,100
617,856,100
904,330,100
628,325,100
830,855,100
312,742,100
743,326,100
1014,331,100
1593,412,100
1372,330,100
724,858,100
1271,328,100
403,810,100
280,486,95
1763,871,95
340,406,95
528,321,95
1136,885,75
1574,735,65
1599,907,60
1467,905,60
1132,808,60
1733,609,50
209,551,50
1444,781,45
1569,313,45
1693,444,45
1821,794,40
821,391,40
1668,931,35
1524,928,35
1300,928,35
1306,781,35
827,262,35
1088,399,30
1085,260,30
1832,937,30
307,842,25
1509,729,25
432,907,25
332,566,25
1783,778,25
1757,564,25
1443,249,20
1554,671,20
1179,768,20
1738,470,20
212,726,20
1754,657,20
1091,764,20
1705,947,20
1545,274,20
1425,948,20
1483,741,20
989,769,20
1583,605,20
670,770,20
1757,774,20
172,586,20
884,769,20
877,945,20
684,408,20
1498,444,20
987,942,20
573,765,20
1185,943,20
338,310,20
1339,767,20
959,416,20
1564,508,20
775,771,20
554,934,20
1320,416,15
363,654,15
1403,762,15
246,392,15
568,408,15
1758,518,15
166,609,15
1761,534,15
186,501,15
777,946,15
1849,823,15
664,946,15
509,417,15
1214,244,15
1557,649,15
1115,242,15
1219,416,15
648,760,15
456,250,15
1266,948,15
1111,419,15
958,244,15
1464,245,15
1851,912,15
525,942,15
683,241,15
456,927,15
963,762,15
1089,944,15
1423,243,15
1554,950,15
1331,951,15
1529,261,15
798,242,15
1616,314,15
1277,761,15
509,941,15
1071,761,15
856,242,15
1479,245,15
1748,491,15
1693,398,15
349,290,10
1016,757,10
1512,252,10
1318,238,10
792,948,10
853,954,10
546,415,10
1373,757,10
534,417,10
690,761,10
303,318,10
1569,624,10
853,421,10
897,952,10
403,913,10
1409,426,10
1044,756,10
1385,759,10
480,743,10
475,936,10
233,403,10
1854,840,10
475,241,10
377,494,10
405,703,10
1396,958,10
576,237,10
1028,756,10
1571,586,10
1205,949,10
1362,757,10
864,760,10
436,249,10
362,635,10
524,418,10
940,426,10
1200,237,10
592,755,10
754,761,10
388,488,10
632,756,10
425,451,10
977,238,10
1406,956,10
964,953,10
194,716,10
798,760,10
1506,463,10
1642,955,10
683,951,10
941,758,10
1066,420,10
905,761,10
318,313,10
788,418,10
559,750,10
1350,957,10
492,941,10
589,232,10
162,625,10
571,946,10
701,419,10
208,748,10
1054,756,10
1476,445,10
1062,239,10
224,408,10
1533,683,10
1499,246,10
349,588,10
358,280,10
1249,952,10
1500,957,10
1127,425,10
1203,757,10
1742,760,10
212,758,10
1006,758,10
603,756,10
1463,740,10
1330,238,10
318,865,10
916,759,10
744,760,10
1808,956,10
699,236,10
1361,959,10
666,418,10
393,910,10
582,414,10
1005,951,10
1334,423,10
1306,422,10
1564,633,10
1074,950,10
761,951,10
944,238,10
649,951,10
1201,424,10
495,426,10
1245,751,5
731,756,5
1290,427,5
1851,766,5
252,366,5
1305,233,5
710,231,5
747,956,5
427,712,5
169,518,5
377,666,5
361,618,5
548,745,5
927,958,5
770,423,5
1138,428,5
701,758,5
409,472,5
1805,756,5
1106,956,5
278,837,5
866,425,5
392,256,5
172,512,5
441,932,5
930,755,5
661,229,5
607,226,5
801,954,5
830,955,5
915,957,5
266,832,5
1071,233,5
186,707,5
1779,579,5
543,747,5
1753,703,5
355,601,5
1742,448,5
669,231,5
716,424,5
709,757,5
180,696,5
1377,962,5
159,567,5
1255,427,5
1564,615,5
827,755,5
1540,960,5
565,233,5
1516,699,5
