page,1,0,0
2153,1070,100
1821,1021,100
1671,1045,100
486,990,100
1522,1060,100
1935,1016,100
1150,428,100
1828,453,100
2102,709,100
1527,399,100
1371,388,100
404,911,100
319,711,100
1217,1045,100
835,435,100
968,399,100
2061,908,100
717,378,100
2036,560,100
738,1052,100
468,459,100
893,1038,100
395,580,100
1250,412,100
1919,498,100
1093,1100,100
2025,1069,100
565,419,100
1370,1052,100
332,822,100
591,1020,100
1640,402,100
993,1094,100
1757,1104,100
2100,810,100
1746,385,100
1882,1105,100
2249,1099,100
822,1113,85
1067,371,85
298,613,80
1446,461,80
643,1107,80
1295,1119,80
1608,1123,80
1960,916,80
1050,457,80
1916,398,80
1442,1122,75
1994,833,70
370,482,70
2127,608,70
1056,1001,65
655,468,65
1122,1003,65
2010,756,65
2015,460,65
2288,1003,60
388,1015,60
886,340,60
1717,483,60
1322,484,60
2009,667,60
1187,1144,60
1840,348,60
904,1140,60
2227,995,55
1582,485,55
810,335,55
515,1089,55
297,918,55
625,336,55
2085,1153,55
720,481,50
305,531,50
1977,1158,50
923,489,50
1450,987,50
984,988,50
1588,981,50
239,785,50
1524,499,45
321,970,45
1179,332,45
714,1151,45
1301,979,45
678,968,45
1876,935,45
563,1117,45
557,519,45
410,758,45
1525,1162,40
2144,970,40
480,359,40
501,554,40
1369,1155,40
1451,327,40
808,980,40
2173,1168,40
1644,502,40
459,1087,40
1996,395,35
230,664,35
1738,965,35
602,516,35
419,700,35
1676,1170,35
2315,1176,35
2189,760,35
417,1068,35
1378,508,35
981,500,35
1945,604,35
2028,1169,35
1133,316,30
1223,509,30
1285,316,30
1582,315,30
233,838,30
219,719,30
431,801,30
2187,653,30
2202,716,30
1501,961,30
1540,961,30
1253,512,30
2134,538,30
2080,470,30
762,509,25
247,877,25
2162,894,25
755,1171,25
1233,311,25
511,330,25
572,319,25
2201,684,25
377,412,25
935,304,25
770,957,25
1005,306,25
2200,796,25
2133,1181,25
1487,307,25
1239,1177,25
1103,517,25
1676,306,20
720,950,20
2115,496,20
540,320,20
561,923,20
437,360,20
960,299,20
1759,528,20
1190,521,20
1954,638,20
511,893,20
1168,957,20
2179,873,20
